"[run number]","step-size","num-turtles","rw-type","distribution-type","world-size","alpha","[step]","reach-time","max max-diff-before-reach","mean displacement-before-reach"
"63","1.2","70","levy","poisson","28","3.5","987","152","1.0095829303516197","133.59666285574625"
"76","1.3","70","levy","poisson","20","3.5","441","42","0.5118362559866103","47.607395789139524"
"77","1.3","70","levy","poisson","21","3.5","481","59","1.6163158800514719","48.608058976643306"
"78","1.3","70","levy","poisson","22","3.5","638","59","1.0013071168604402","20.365371140166832"
"79","1.3","70","levy","poisson","23","3.5","697","48","0.9381874950266464","50.267945385396224"
"80","1.3","70","levy","poisson","24","3.5","795","58","0.6528278476693572","96.55651078339565"
"81","1.3","70","levy","poisson","25","3.5","816","73","1.3355140281824074","51.56569300457056"
"82","1.3","70","levy","poisson","26","3.5","801","89","0.497429519578656","70.17932335803086"
"84","1.3","70","levy","poisson","28","3.5","1349","67","0.6040525800186014","63.68177012560766"
"83","1.3","70","levy","poisson","27","3.5","1332","106","1.2190040849754604","50.1399890798802"
